Source,Target,Type,Id,Label,Weight,edge-type,MMNT-EdgeType
4742,4603,Undirected,3987,Legend-Legend,17,,Legend<--->Legend
4742,4752,Undirected,3988,Legend-Legend,18,,Legend<--->Legend
4742,4728,Undirected,3992,Legend-Legend,19,,Legend<--->Legend
4742,4543,Undirected,3994,Legend-Legend,16,,Legend<--->Legend
4742,3127,Undirected,3996,Legend-Legend,16,,Legend<--->Legend
4742,4772,Undirected,3998,Legend-Legend,19,,Legend<--->Legend
4742,4565,Undirected,4000,Legend-Legend,19,,Legend<--->Legend
4742,4697,Undirected,4002,Legend-Legend,17,,Legend<--->Legend
4742,5338,Undirected,4003,Legend-Legend,15,,Legend<--->Legend
4742,4737,Undirected,4005,Legend-Legend,15,,Legend<--->Legend
4742,4535,Undirected,4013,Legend-Legend,15,,Legend<--->Legend
4742,4647,Undirected,4014,Legend-Legend,15,,Legend<--->Legend
4742,4745,Undirected,4015,Legend-Legend,15,,Legend<--->Legend
4742,4749,Undirected,4016,Legend-Legend,15,,Legend<--->Legend
4742,4659,Undirected,4019,Legend-Legend,15,,Legend<--->Legend
4742,4545,Undirected,4027,Legend-Legend,15,,Legend<--->Legend
4742,4576,Undirected,4029,Legend-Legend,15,,Legend<--->Legend
4579,4603,Undirected,4174,Legend-Legend,18,,Legend<--->Legend
4579,4752,Undirected,4175,Legend-Legend,19,,Legend<--->Legend
4579,4728,Undirected,4179,Legend-Legend,20,,Legend<--->Legend
4579,4543,Undirected,4181,Legend-Legend,17,,Legend<--->Legend
4579,3127,Undirected,4183,Legend-Legend,18,,Legend<--->Legend
4579,4772,Undirected,4185,Legend-Legend,18,,Legend<--->Legend
4579,4565,Undirected,4187,Legend-Legend,18,,Legend<--->Legend
4579,4697,Undirected,4189,Legend-Legend,18,,Legend<--->Legend
4579,5338,Undirected,4190,Legend-Legend,17,,Legend<--->Legend
4579,4737,Undirected,4192,Legend-Legend,15,,Legend<--->Legend
4579,4535,Undirected,4200,Legend-Legend,16,,Legend<--->Legend
4579,4647,Undirected,4201,Legend-Legend,15,,Legend<--->Legend
4579,4745,Undirected,4202,Legend-Legend,16,,Legend<--->Legend
4579,4749,Undirected,4203,Legend-Legend,16,,Legend<--->Legend
4579,4659,Undirected,4206,Legend-Legend,15,,Legend<--->Legend
4579,4545,Undirected,4214,Legend-Legend,16,,Legend<--->Legend
4579,4576,Undirected,4216,Legend-Legend,15,,Legend<--->Legend
4603,4752,Undirected,4361,Legend-Legend,19,,Legend<--->Legend
4603,4728,Undirected,4365,Legend-Legend,18,,Legend<--->Legend
4603,4543,Undirected,4367,Legend-Legend,19,,Legend<--->Legend
4603,3127,Undirected,4369,Legend-Legend,18,,Legend<--->Legend
4603,4772,Undirected,4371,Legend-Legend,17,,Legend<--->Legend
4603,4565,Undirected,4373,Legend-Legend,17,,Legend<--->Legend
4603,4697,Undirected,4375,Legend-Legend,19,,Legend<--->Legend
4603,5338,Undirected,4376,Legend-Legend,17,,Legend<--->Legend
4603,4737,Undirected,4378,Legend-Legend,16,,Legend<--->Legend
4603,4535,Undirected,4386,Legend-Legend,18,,Legend<--->Legend
4603,4647,Undirected,4387,Legend-Legend,16,,Legend<--->Legend
4603,4745,Undirected,4388,Legend-Legend,16,,Legend<--->Legend
4603,4749,Undirected,4389,Legend-Legend,16,,Legend<--->Legend
4603,4659,Undirected,4392,Legend-Legend,16,,Legend<--->Legend
4603,4545,Undirected,4400,Legend-Legend,17,,Legend<--->Legend
4603,4576,Undirected,4402,Legend-Legend,16,,Legend<--->Legend
4752,4728,Undirected,4552,Legend-Legend,19,,Legend<--->Legend
4752,4543,Undirected,4554,Legend-Legend,18,,Legend<--->Legend
4752,3127,Undirected,4556,Legend-Legend,19,,Legend<--->Legend
4752,4772,Undirected,4558,Legend-Legend,18,,Legend<--->Legend
4752,4565,Undirected,4560,Legend-Legend,18,,Legend<--->Legend
4752,4697,Undirected,4562,Legend-Legend,19,,Legend<--->Legend
4752,5338,Undirected,4563,Legend-Legend,18,,Legend<--->Legend
4752,4737,Undirected,4565,Legend-Legend,16,,Legend<--->Legend
4752,4535,Undirected,4573,Legend-Legend,17,,Legend<--->Legend
4752,4647,Undirected,4574,Legend-Legend,17,,Legend<--->Legend
4752,4745,Undirected,4575,Legend-Legend,18,,Legend<--->Legend
4752,4749,Undirected,4576,Legend-Legend,18,,Legend<--->Legend
4752,4659,Undirected,4579,Legend-Legend,17,,Legend<--->Legend
4752,4545,Undirected,4587,Legend-Legend,17,,Legend<--->Legend
4752,4576,Undirected,4589,Legend-Legend,17,,Legend<--->Legend
4728,4543,Undirected,5284,Legend-Legend,17,,Legend<--->Legend
4728,3127,Undirected,5286,Legend-Legend,18,,Legend<--->Legend
4728,4772,Undirected,5288,Legend-Legend,19,,Legend<--->Legend
4728,4565,Undirected,5290,Legend-Legend,19,,Legend<--->Legend
4728,4697,Undirected,5292,Legend-Legend,18,,Legend<--->Legend
4728,5338,Undirected,5293,Legend-Legend,18,,Legend<--->Legend
4728,4737,Undirected,5295,Legend-Legend,14,,Legend<--->Legend
4728,4535,Undirected,5303,Legend-Legend,17,,Legend<--->Legend
4728,4647,Undirected,5304,Legend-Legend,15,,Legend<--->Legend
4728,4745,Undirected,5305,Legend-Legend,16,,Legend<--->Legend
4728,4749,Undirected,5306,Legend-Legend,16,,Legend<--->Legend
4728,4659,Undirected,5309,Legend-Legend,15,,Legend<--->Legend
4728,4545,Undirected,5317,Legend-Legend,16,,Legend<--->Legend
4728,4576,Undirected,5319,Legend-Legend,15,,Legend<--->Legend
4543,3127,Undirected,5644,Legend-Legend,17,,Legend<--->Legend
4543,4772,Undirected,5646,Legend-Legend,16,,Legend<--->Legend
4543,4565,Undirected,5648,Legend-Legend,16,,Legend<--->Legend
4543,4697,Undirected,5650,Legend-Legend,18,,Legend<--->Legend
4543,5338,Undirected,5651,Legend-Legend,16,,Legend<--->Legend
4543,4737,Undirected,5653,Legend-Legend,15,,Legend<--->Legend
4543,4535,Undirected,5661,Legend-Legend,18,,Legend<--->Legend
4543,4647,Undirected,5662,Legend-Legend,16,,Legend<--->Legend
4543,4745,Undirected,5663,Legend-Legend,15,,Legend<--->Legend
4543,4749,Undirected,5664,Legend-Legend,15,,Legend<--->Legend
4543,4659,Undirected,5667,Legend-Legend,15,,Legend<--->Legend
4543,4545,Undirected,5675,Legend-Legend,16,,Legend<--->Legend
4543,4576,Undirected,5677,Legend-Legend,15,,Legend<--->Legend
3127,4772,Undirected,5994,Legend-Legend,16,,Legend<--->Legend
3127,4565,Undirected,5996,Legend-Legend,16,,Legend<--->Legend
3127,4697,Undirected,5998,Legend-Legend,18,,Legend<--->Legend
3127,5338,Undirected,5999,Legend-Legend,18,,Legend<--->Legend
3127,4737,Undirected,6001,Legend-Legend,14,,Legend<--->Legend
3127,4535,Undirected,6009,Legend-Legend,17,,Legend<--->Legend
3127,4647,Undirected,6010,Legend-Legend,15,,Legend<--->Legend
3127,4745,Undirected,6011,Legend-Legend,16,,Legend<--->Legend
3127,4749,Undirected,6012,Legend-Legend,17,,Legend<--->Legend
3127,4659,Undirected,6015,Legend-Legend,15,,Legend<--->Legend
3127,4545,Undirected,6023,Legend-Legend,16,,Legend<--->Legend
3127,4576,Undirected,6025,Legend-Legend,15,,Legend<--->Legend
4772,4565,Undirected,6313,Legend-Legend,19,,Legend<--->Legend
4772,4697,Undirected,6315,Legend-Legend,17,,Legend<--->Legend
4772,5338,Undirected,6316,Legend-Legend,15,,Legend<--->Legend
4772,4737,Undirected,6318,Legend-Legend,14,,Legend<--->Legend
4772,4535,Undirected,6326,Legend-Legend,15,,Legend<--->Legend
4772,4647,Undirected,6327,Legend-Legend,15,,Legend<--->Legend
4772,4745,Undirected,6328,Legend-Legend,15,,Legend<--->Legend
4772,4749,Undirected,6329,Legend-Legend,15,,Legend<--->Legend
4772,4659,Undirected,6332,Legend-Legend,15,,Legend<--->Legend
4772,4545,Undirected,6340,Legend-Legend,15,,Legend<--->Legend
4772,4576,Undirected,6342,Legend-Legend,15,,Legend<--->Legend
4565,4697,Undirected,6662,Legend-Legend,17,,Legend<--->Legend
4565,5338,Undirected,6663,Legend-Legend,15,,Legend<--->Legend
4565,4737,Undirected,6665,Legend-Legend,14,,Legend<--->Legend
4565,4535,Undirected,6673,Legend-Legend,15,,Legend<--->Legend
4565,4647,Undirected,6674,Legend-Legend,15,,Legend<--->Legend
4565,4745,Undirected,6675,Legend-Legend,15,,Legend<--->Legend
4565,4749,Undirected,6676,Legend-Legend,15,,Legend<--->Legend
4565,4659,Undirected,6679,Legend-Legend,15,,Legend<--->Legend
4565,4545,Undirected,6687,Legend-Legend,15,,Legend<--->Legend
4565,4576,Undirected,6689,Legend-Legend,15,,Legend<--->Legend
4697,5338,Undirected,7006,Legend-Legend,17,,Legend<--->Legend
4697,4737,Undirected,7008,Legend-Legend,15,,Legend<--->Legend
4697,4535,Undirected,7016,Legend-Legend,17,,Legend<--->Legend
4697,4647,Undirected,7017,Legend-Legend,16,,Legend<--->Legend
4697,4745,Undirected,7018,Legend-Legend,16,,Legend<--->Legend
4697,4749,Undirected,7019,Legend-Legend,16,,Legend<--->Legend
4697,4659,Undirected,7022,Legend-Legend,16,,Legend<--->Legend
4697,4545,Undirected,7030,Legend-Legend,17,,Legend<--->Legend
4697,4576,Undirected,7032,Legend-Legend,16,,Legend<--->Legend
5338,4737,Undirected,7178,Legend-Legend,15,,Legend<--->Legend
5338,4535,Undirected,7186,Legend-Legend,18,,Legend<--->Legend
5338,4647,Undirected,7187,Legend-Legend,17,,Legend<--->Legend
5338,4745,Undirected,7188,Legend-Legend,17,,Legend<--->Legend
5338,4749,Undirected,7189,Legend-Legend,18,,Legend<--->Legend
5338,4659,Undirected,7192,Legend-Legend,16,,Legend<--->Legend
5338,4545,Undirected,7200,Legend-Legend,17,,Legend<--->Legend
5338,4576,Undirected,7202,Legend-Legend,16,,Legend<--->Legend
4737,4535,Undirected,7519,Legend-Legend,14,,Legend<--->Legend
4737,4647,Undirected,7520,Legend-Legend,15,,Legend<--->Legend
4737,4745,Undirected,7521,Legend-Legend,15,,Legend<--->Legend
4737,4749,Undirected,7522,Legend-Legend,15,,Legend<--->Legend
4737,4659,Undirected,7525,Legend-Legend,15,,Legend<--->Legend
4737,4545,Undirected,7533,Legend-Legend,15,,Legend<--->Legend
4737,4576,Undirected,7535,Legend-Legend,15,,Legend<--->Legend
4535,4647,Undirected,8781,Legend-Legend,16,,Legend<--->Legend
4535,4745,Undirected,8782,Legend-Legend,15,,Legend<--->Legend
4535,4749,Undirected,8783,Legend-Legend,16,,Legend<--->Legend
4535,4659,Undirected,8786,Legend-Legend,15,,Legend<--->Legend
4535,4545,Undirected,8794,Legend-Legend,16,,Legend<--->Legend
4535,4576,Undirected,8796,Legend-Legend,15,,Legend<--->Legend
4647,4745,Undirected,8936,Legend-Legend,16,,Legend<--->Legend
4647,4749,Undirected,8937,Legend-Legend,16,,Legend<--->Legend
4647,4659,Undirected,8940,Legend-Legend,16,,Legend<--->Legend
4647,4545,Undirected,8948,Legend-Legend,16,,Legend<--->Legend
4647,4576,Undirected,8950,Legend-Legend,16,,Legend<--->Legend
4745,4749,Undirected,9093,Legend-Legend,17,,Legend<--->Legend
4745,4659,Undirected,9096,Legend-Legend,16,,Legend<--->Legend
4745,4545,Undirected,9104,Legend-Legend,16,,Legend<--->Legend
4745,4576,Undirected,9106,Legend-Legend,16,,Legend<--->Legend
4749,4659,Undirected,9253,Legend-Legend,16,,Legend<--->Legend
4749,4545,Undirected,9261,Legend-Legend,16,,Legend<--->Legend
4749,4576,Undirected,9263,Legend-Legend,16,,Legend<--->Legend
4659,4545,Undirected,9652,Legend-Legend,16,,Legend<--->Legend
4659,4576,Undirected,9654,Legend-Legend,17,,Legend<--->Legend
4545,4576,Undirected,10773,Legend-Legend,16,,Legend<--->Legend
